id,alias,instrumentModel,firstCreated,firstPublic,releaseStatus,submissionAccountId,studyId,experimentId,sampleId
ERR15991120,"revseq_run_m2-MHWQwo_20251203113916654422","NextSeq 500",2025-12-03T11:40:30,2025-12-03T16:04:55,PUBLIC,Webin-65854,ERP167225,ERX15386226,ERS28304203
ERR15991119,"revseq_run_m2-kBgpZ4_20251203113916698382","NextSeq 500",2025-12-03T11:40:23,2025-12-03T16:04:39,PUBLIC,Webin-65854,ERP167225,ERX15386225,ERS28304202
ERR15991118,"revseq_run_m2-voFSf6_20251203113916742848","NextSeq 500",2025-12-03T11:40:16,2025-12-03T16:04:42,PUBLIC,Webin-65854,ERP167225,ERX15386224,ERS28304201
ERR15991117,"revseq_run_m2-Qb4JVo_20251203113916785837","NextSeq 500",2025-12-03T11:40:10,2025-12-03T16:04:52,PUBLIC,Webin-65854,ERP167225,ERX15386223,ERS28304200
ERR15991116,"revseq_run_m2-V5iihT_20251203113916831640","NextSeq 500",2025-12-03T11:40:03,2025-12-03T16:04:49,PUBLIC,Webin-65854,ERP167225,ERX15386222,ERS28304199
ERR15991115,"revseq_run_m2-m6243p_20251203113916877801","NextSeq 500",2025-12-03T11:39:55,2025-12-03T16:04:34,PUBLIC,Webin-65854,ERP167225,ERX15386221,ERS28304198
ERR15991114,"revseq_run_m2-3VC6ft_20251203113916925682","NextSeq 500",2025-12-03T11:39:43,2025-12-03T16:04:49,PUBLIC,Webin-65854,ERP167225,ERX15386220,ERS28304197
ERR15991113,"revseq_run_m2-gkcF5C_20251203113916970486","NextSeq 500",2025-12-03T11:39:35,2025-12-03T16:04:39,PUBLIC,Webin-65854,ERP167225,ERX15386219,ERS28304196
ERR15991112,"revseq_run_m2-3H4uLZ_20251203113917018729","NextSeq 500",2025-12-03T11:39:28,2025-12-03T16:04:44,PUBLIC,Webin-65854,ERP167225,ERX15386218,ERS28304195
ERR15991111,"revseq_run_m2-juVwzj_20251203113917063111","NextSeq 500",2025-12-03T11:39:20,2025-12-03T16:04:59,PUBLIC,Webin-65854,ERP167225,ERX15386217,ERS28304194
ERR15974521,"revseq_run_m2-4H6FKQ_20251128151200288289","NextSeq 500",2025-11-28T15:12:10,2025-11-28T19:15:26,PUBLIC,Webin-65854,ERP167225,ERX15369238,ERS28164420
ERR15974496,"revseq_run_m2-DxMevL_20251128151140241206","NextSeq 500",2025-11-28T15:11:47,2025-11-28T19:15:21,PUBLIC,Webin-65854,ERP167225,ERX15369225,ERS28164406
ERR15974495,"revseq_run_m2-5xXjjp_20251128151120194654","NextSeq 500",2025-11-28T15:11:26,2025-11-28T19:15:15,PUBLIC,Webin-65854,ERP167225,ERX15369224,ERS28164405
ERR15974494,"revseq_run_m2-PVnipc_20251128151100146600","NextSeq 500",2025-11-28T15:11:14,2025-11-28T19:15:10,PUBLIC,Webin-65854,ERP167225,ERX15369223,ERS28164404
ERR15974492,"revseq_run_m2-CcozBt_20251128151040100202","NextSeq 500",2025-11-28T15:10:48,2025-11-28T19:15:05,PUBLIC,Webin-65854,ERP167225,ERX15369221,ERS28164403
ERR15974491,"revseq_run_m2-HUBpy4_20251128151020052247","NextSeq 500",2025-11-28T15:10:24,2025-11-28T19:15:00,PUBLIC,Webin-65854,ERP167225,ERX15369220,ERS28164402
ERR15974490,"revseq_run_m2-KvvZnz_20251128150959999918","NextSeq 500",2025-11-28T15:10:05,2025-11-28T19:14:55,PUBLIC,Webin-65854,ERP167225,ERX15369219,ERS28164401
ERR15974489,"revseq_run_m2-WpJqxj_20251128150939952512","NextSeq 500",2025-11-28T15:09:43,2025-11-28T19:14:49,PUBLIC,Webin-65854,ERP167225,ERX15369218,ERS28164400
ERR15974488,"revseq_run_m2-Yg94Uo_20251128150919905385","NextSeq 500",2025-11-28T15:09:26,2025-11-28T19:14:44,PUBLIC,Webin-65854,ERP167225,ERX15369217,ERS28164399
ERR15974487,"revseq_run_m2-STGkhE_20251128150859857057","NextSeq 500",2025-11-28T15:09:09,2025-11-28T19:14:39,PUBLIC,Webin-65854,ERP167225,ERX15369216,ERS28164398
ERR15974486,"revseq_run_m2-LTGmFn_20251128150839809981","NextSeq 500",2025-11-28T15:08:44,2025-11-28T20:05:47,PUBLIC,Webin-65854,ERP167225,ERX15369215,ERS28164396
ERR15974485,"revseq_run_m2-afGSAT_20251128150819762930","NextSeq 500",2025-11-28T15:08:27,2025-11-28T20:06:15,PUBLIC,Webin-65854,ERP167225,ERX15369214,ERS28164395
ERR15974484,"revseq_run_m2-pzbDPq_20251128150759714036","NextSeq 500",2025-11-28T15:08:01,2025-11-28T20:05:53,PUBLIC,Webin-65854,ERP167225,ERX15369213,ERS28164394
ERR15974483,"revseq_run_m2-zhrVRY_20251128150739666319","NextSeq 500",2025-11-28T15:07:45,2025-11-28T20:05:56,PUBLIC,Webin-65854,ERP167225,ERX15369212,ERS28164393
ERR15974482,"revseq_run_m2-Qf8cLC_20251128150719619427","NextSeq 500",2025-11-28T15:07:22,2025-11-28T20:05:50,PUBLIC,Webin-65854,ERP167225,ERX15369211,ERS28164392
ERR15974481,"revseq_run_m2-GbMzJy_20251128150659570312","NextSeq 500",2025-11-28T15:07:05,2025-11-28T20:05:30,PUBLIC,Webin-65854,ERP167225,ERX15369210,ERS28164391
ERR15974479,"revseq_run_m2-yebiMQ_20251128150639521558","NextSeq 500",2025-11-28T15:06:48,2025-11-29T08:04:28,PUBLIC,Webin-65854,ERP167225,ERX15369208,ERS28164390
ERR15974478,"revseq_run_m2-GmB4Bf_20251128150619472554","NextSeq 500",2025-11-28T15:06:23,2025-11-28T16:07:33,PUBLIC,Webin-65854,ERP167225,ERX15369207,ERS28164389
ERR15974477,"revseq_run_m2-FAvEvi_20251128150559424835","NextSeq 500",2025-11-28T15:06:06,2025-11-29T08:04:45,PUBLIC,Webin-65854,ERP167225,ERX15369206,ERS28164388
ERR15974476,"revseq_run_m2-k9vgiw_20251128150539376057","NextSeq 500",2025-11-28T15:05:44,2025-11-29T08:04:57,PUBLIC,Webin-65854,ERP167225,ERX15369205,ERS28164386
ERR15974475,"revseq_run_m2-HkLtpW_20251128150519325546","NextSeq 500",2025-11-28T15:05:22,2025-11-28T16:07:21,PUBLIC,Webin-65854,ERP167225,ERX15369204,ERS28164385
ERR15974474,"revseq_run_m2-cyCNuA_20251128150459275163","NextSeq 500",2025-11-28T15:05:05,2025-11-29T08:04:52,PUBLIC,Webin-65854,ERP167225,ERX15369203,ERS28164384
ERR15974473,"revseq_run_m2-F34WtX_20251128150439226497","NextSeq 500",2025-11-28T15:04:52,2025-11-29T08:04:53,PUBLIC,Webin-65854,ERP167225,ERX15369202,ERS28164383
ERR15974472,"revseq_run_m2-q4bsMd_20251128150419167212","NextSeq 500",2025-11-28T15:04:29,2025-11-29T08:04:56,PUBLIC,Webin-65854,ERP167225,ERX15369201,ERS28164381
ERR15974470,"revseq_run_m2-KaJ5Pe_20251128150359109038","NextSeq 500",2025-11-28T15:04:02,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15369199,ERS28164380
ERR15974469,"revseq_run_m2-AqTpPL_20251128150339059436","NextSeq 500",2025-11-28T15:03:44,2025-11-29T08:04:52,PUBLIC,Webin-65854,ERP167225,ERX15369198,ERS28164379
ERR15974468,"revseq_run_m2-P9mWJr_20251128150319011499","NextSeq 500",2025-11-28T15:03:23,2025-11-28T16:07:09,PUBLIC,Webin-65854,ERP167225,ERX15369197,ERS28164378
ERR15974467,"revseq_run_m2-gJTbaX_20251128150258960859","NextSeq 500",2025-11-28T15:03:05,2025-11-28T16:06:53,PUBLIC,Webin-65854,ERP167225,ERX15369196,ERS28164377
ERR15974466,"revseq_run_m2-cWAMxe_20251128150238914393","NextSeq 500",2025-11-28T15:02:42,2025-11-28T16:07:31,PUBLIC,Webin-65854,ERP167225,ERX15369195,ERS28164375
ERR15974465,"revseq_run_m2-Ki8Aa3_20251128150218865345","NextSeq 500",2025-11-28T15:02:25,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15369194,ERS28164374
ERR15974464,"revseq_run_m2-3eGjGj_20251128150158817444","NextSeq 500",2025-11-28T15:02:02,2025-11-28T16:06:56,PUBLIC,Webin-65854,ERP167225,ERX15369193,ERS28164372
ERR15974463,"revseq_run_m2-BdNxPR_20251128150138770305","NextSeq 500",2025-11-28T15:01:44,2025-11-28T16:07:07,PUBLIC,Webin-65854,ERP167225,ERX15369192,ERS28164371
ERR15974462,"revseq_run_m2-VAEUJ5_20251128150118718209","NextSeq 500",2025-11-28T15:01:20,2025-11-28T16:07:02,PUBLIC,Webin-65854,ERP167225,ERX15369191,ERS28164370
ERR15974461,"revseq_run_m2-3Vw5ij_20251128150058656934","NextSeq 500",2025-11-28T15:01:04,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15369190,ERS28164369
ERR15974460,"revseq_run_m2-T5VXtD_20251128150038607922","NextSeq 500",2025-11-28T15:00:44,2025-11-28T16:06:56,PUBLIC,Webin-65854,ERP167225,ERX15369189,ERS28164368
ERR15974459,"revseq_run_m2-4SRYNi_20251128150018556427","NextSeq 500",2025-11-28T15:00:23,2025-11-28T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX15369188,ERS28164367
ERR15974457,"revseq_run_m2-xPAa2d_20251128145958509001","NextSeq 500",2025-11-28T15:00:01,2025-11-28T16:07:14,PUBLIC,Webin-65854,ERP167225,ERX15369186,ERS28164365
ERR15974456,"revseq_run_m2-v3KDUF_20251128145938461470","NextSeq 500",2025-11-28T14:59:44,2025-11-28T16:07:09,PUBLIC,Webin-65854,ERP167225,ERX15369185,ERS28164364
ERR15974455,"revseq_run_m2-tUrV5z_20251128145918411976","NextSeq 500",2025-11-28T14:59:27,2025-11-28T16:07:11,PUBLIC,Webin-65854,ERP167225,ERX15369184,ERS28164363
ERR15974454,"revseq_run_m2-QRRsiL_20251128145858363271","NextSeq 500",2025-11-28T14:59:07,2025-11-28T16:07:30,PUBLIC,Webin-65854,ERP167225,ERX15369183,ERS28164362
ERR15974453,"revseq_run_m2-zGrf4n_20251128145838314755","NextSeq 500",2025-11-28T14:58:40,2025-11-28T16:07:22,PUBLIC,Webin-65854,ERP167225,ERX15369182,ERS28164361
ERR15974452,"revseq_run_m2-UZk6rp_20251128145818268907","NextSeq 500",2025-11-28T14:58:23,2025-11-28T16:07:20,PUBLIC,Webin-65854,ERP167225,ERX15369181,ERS28164360
ERR15974450,"revseq_run_m2-mVqwfv_20251128145758222318","NextSeq 500",2025-11-28T14:58:01,2025-11-28T16:07:03,PUBLIC,Webin-65854,ERP167225,ERX15369179,ERS28164359
ERR15974449,"revseq_run_m2-48cAtM_20251128145738173736","NextSeq 500",2025-11-28T14:57:44,2025-11-28T16:07:24,PUBLIC,Webin-65854,ERP167225,ERX15369178,ERS28164358
ERR15974448,"revseq_run_m2-5at3hA_20251128145718127035","NextSeq 500",2025-11-28T14:57:26,2025-11-28T16:07:21,PUBLIC,Webin-65854,ERP167225,ERX15369177,ERS28164357
ERR15974447,"revseq_run_m2-3G3Doj_20251128145658080335","NextSeq 500",2025-11-28T14:57:04,2025-11-28T16:07:28,PUBLIC,Webin-65854,ERP167225,ERX15369176,ERS28164355
ERR15974446,"revseq_run_m2-fngLcf_20251128145638033181","NextSeq 500",2025-11-28T14:56:42,2025-11-28T16:07:34,PUBLIC,Webin-65854,ERP167225,ERX15369175,ERS28164354
ERR15974445,"revseq_run_m2-wM9MFc_20251128145617983479","NextSeq 500",2025-11-28T14:56:28,2025-11-28T16:07:00,PUBLIC,Webin-65854,ERP167225,ERX15369174,ERS28164353
ERR15974443,"revseq_run_m2-VduGeq_20251128145557935680","NextSeq 500",2025-11-28T14:56:02,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15369172,ERS28164352
ERR15974442,"revseq_run_m2-V87KNw_20251128145537888577","NextSeq 500",2025-11-28T14:55:40,2025-11-28T16:06:51,PUBLIC,Webin-65854,ERP167225,ERX15369171,ERS28164351
ERR15974441,"revseq_run_m2-dC5QX8_20251128145517842070","NextSeq 500",2025-11-28T14:55:28,2025-11-28T16:07:27,PUBLIC,Webin-65854,ERP167225,ERX15369170,ERS28164350
ERR15974440,"revseq_run_m2-G68KXW_20251128145457793028","NextSeq 500",2025-11-28T14:55:16,2025-11-28T16:06:51,PUBLIC,Webin-65854,ERP167225,ERX15369169,ERS28164349
ERR15974439,"revseq_run_m2-QTwV7a_20251128145437740421","NextSeq 500",2025-11-28T14:54:46,2025-11-28T16:07:25,PUBLIC,Webin-65854,ERP167225,ERX15369168,ERS28164348
ERR15974438,"revseq_run_m2-pDAji8_20251128145417691788","NextSeq 500",2025-11-28T14:54:24,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15369167,ERS28164347
ERR15974437,"revseq_run_m2-oxY6PQ_20251128145357642098","NextSeq 500",2025-11-28T14:54:08,2025-11-28T16:07:33,PUBLIC,Webin-65854,ERP167225,ERX15369166,ERS28164346
ERR15974436,"revseq_run_m2-AXsNSL_20251128145337589021","NextSeq 500",2025-11-28T14:53:54,2025-11-28T16:07:11,PUBLIC,Webin-65854,ERP167225,ERX15369165,ERS28164344
ERR15974435,"revseq_run_m2-nmHdMk_20251128145317540309","NextSeq 500",2025-11-28T14:53:41,2025-11-28T16:07:30,PUBLIC,Webin-65854,ERP167225,ERX15369164,ERS28164343
ERR15974434,"revseq_run_m2-mkGmpe_20251128145257489630","NextSeq 500",2025-11-28T14:53:18,2025-11-28T16:07:24,PUBLIC,Webin-65854,ERP167225,ERX15369163,ERS28164342
ERR15974432,"revseq_run_m2-gxDNRv_20251128145237422401","NextSeq 500",2025-11-28T14:53:03,2025-11-28T16:07:26,PUBLIC,Webin-65854,ERP167225,ERX15369161,ERS28164341
ERR15974431,"revseq_run_m2-oUT7WT_20251128145217374445","NextSeq 500",2025-11-28T14:52:23,2025-11-28T16:06:54,PUBLIC,Webin-65854,ERP167225,ERX15369160,ERS28164340
ERR15974430,"revseq_run_m2-MvvBk9_20251128145157324432","NextSeq 500",2025-11-28T14:52:09,2025-11-28T16:07:01,PUBLIC,Webin-65854,ERP167225,ERX15369159,ERS28164339
ERR15974429,"revseq_run_m2-i5wLSU_20251128145137274563","NextSeq 500",2025-11-28T14:51:51,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15369158,ERS28164338
ERR15974428,"revseq_run_m2-s96RDD_20251128145117228529","NextSeq 500",2025-11-28T14:51:28,2026-01-20T08:05:01,PUBLIC,Webin-65854,ERP167225,ERX15369157,ERS28164337
ERR15974427,"revseq_run_m2-NdSZao_20251128145057181125","NextSeq 500",2025-11-28T14:51:06,2025-11-28T16:07:27,PUBLIC,Webin-65854,ERP167225,ERX15369156,ERS28164336
ERR15974426,"revseq_run_m2-gycK6z_20251128145037123316","NextSeq 500",2025-11-28T14:50:38,2025-11-28T16:07:18,PUBLIC,Webin-65854,ERP167225,ERX15369155,ERS28164334
ERR15974425,"revseq_run_m2-DhoSq8_20251128145017075656","NextSeq 500",2025-11-28T14:50:27,2025-11-28T16:07:32,PUBLIC,Webin-65854,ERP167225,ERX15369154,ERS28164333
ERR15974424,"revseq_run_m2-eyf48e_20251128144957027892","NextSeq 500",2025-11-28T14:50:04,2025-11-28T16:07:16,PUBLIC,Webin-65854,ERP167225,ERX15369153,ERS28164332
ERR15974423,"revseq_run_m2-9qnCXK_20251128144936976149","NextSeq 500",2025-11-28T14:49:46,2025-11-28T16:07:25,PUBLIC,Webin-65854,ERP167225,ERX15369152,ERS28164331
ERR15974262,"revseq_run_m2-V9rHyG_20251128144916928239","NextSeq 500",2025-11-28T14:49:27,2025-11-28T16:07:28,PUBLIC,Webin-65854,ERP167225,ERX15368991,ERS28164170
ERR15974261,"revseq_run_m2-5YkKkJ_20251128144856877397","NextSeq 500",2025-11-28T14:49:08,2025-11-28T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX15368990,ERS28164169
ERR15974260,"revseq_run_m2-XP6vJf_20251128144836826670","NextSeq 500",2025-11-28T14:48:55,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15368989,ERS28164168
ERR15974259,"revseq_run_m2-QEotEA_20251128144756731952","NextSeq 500",2025-11-28T14:48:41,2025-11-28T16:06:59,PUBLIC,Webin-65854,ERP167225,ERX15368988,ERS28164167
ERR15974258,"revseq_run_m2-7xxDyW_20251128144816778811","NextSeq 500",2025-11-28T14:48:34,2025-11-28T16:06:57,PUBLIC,Webin-65854,ERP167225,ERX15368987,ERS28164166
ERR15974257,"revseq_run_m2-37cQGL_20251128144736680628","NextSeq 500",2025-11-28T14:48:13,2025-11-28T16:07:30,PUBLIC,Webin-65854,ERP167225,ERX15368986,ERS28164165
ERR15974256,"revseq_run_m2-3qdHwU_20251128144716630510","NextSeq 500",2025-11-28T14:47:42,2025-11-28T16:06:51,PUBLIC,Webin-65854,ERP167225,ERX15368985,ERS28164163
ERR15974255,"revseq_run_m2-ZNzLxp_20251128144656578400","NextSeq 500",2025-11-28T14:47:07,2025-11-28T16:06:57,PUBLIC,Webin-65854,ERP167225,ERX15368984,ERS28164162
ERR15974253,"revseq_run_m2-YRBBfu_20251128144636530097","NextSeq 500",2025-11-28T14:46:43,2025-11-28T16:07:17,PUBLIC,Webin-65854,ERP167225,ERX15368982,ERS28164161
ERR15974252,"revseq_run_m2-yQUmMG_20251128144616482255","NextSeq 500",2025-11-28T14:46:25,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15368981,ERS28164160
ERR15974251,"revseq_run_m2-y9sf9q_20251128144556433120","NextSeq 500",2025-11-28T14:46:11,2025-11-28T16:07:24,PUBLIC,Webin-65854,ERP167225,ERX15368980,ERS28164159
ERR15974250,"revseq_run_m2-uBCY5S_20251128144536384657","NextSeq 500",2025-11-28T14:45:40,2025-11-28T16:07:06,PUBLIC,Webin-65854,ERP167225,ERX15368979,ERS28164158
ERR15974249,"revseq_run_m2-TzR6v7_20251128144516338402","NextSeq 500",2025-11-28T14:45:18,2025-11-28T16:07:25,PUBLIC,Webin-65854,ERP167225,ERX15368978,ERS28164157
ERR15974248,"revseq_run_m2-QtXNo7_20251128144456279694","NextSeq 500",2025-11-28T14:45:06,2025-11-28T16:07:15,PUBLIC,Webin-65854,ERP167225,ERX15368977,ERS28164156
ERR15974247,"revseq_run_m2-QGowTB_20251128144436228106","NextSeq 500",2025-11-28T14:44:41,2025-11-28T16:07:23,PUBLIC,Webin-65854,ERP167225,ERX15368976,ERS28164154
ERR15974246,"revseq_run_m2-ozKj7w_20251128144416180363","NextSeq 500",2025-11-28T14:44:24,2025-11-28T16:07:32,PUBLIC,Webin-65854,ERP167225,ERX15368975,ERS28164153
ERR15974245,"revseq_run_m2-npCqtD_20251128144356132723","NextSeq 500",2025-11-28T14:43:58,2025-11-28T16:07:04,PUBLIC,Webin-65854,ERP167225,ERX15368974,ERS28164055
ERR15974244,"revseq_run_m2-mGefQv_20251128144336085169","NextSeq 500",2025-11-28T14:43:41,2025-11-28T16:07:07,PUBLIC,Webin-65854,ERP167225,ERX15368973,ERS28164054
ERR15974243,"revseq_run_m2-gyQtpZ_20251128144316037913","NextSeq 500",2025-11-28T14:43:24,2025-11-28T16:06:55,PUBLIC,Webin-65854,ERP167225,ERX15368972,ERS28164053
ERR15974241,"revseq_run_m2-G4bQxE_20251128144255990580","NextSeq 500",2025-11-28T14:43:01,2025-11-28T16:07:12,PUBLIC,Webin-65854,ERP167225,ERX15368970,ERS28164052
ERR15974240,"revseq_run_m2-xvyMxE_20251128144235940077","NextSeq 500",2025-11-28T14:42:44,2025-11-28T16:07:32,PUBLIC,Webin-65854,ERP167225,ERX15368969,ERS28164051
ERR15974239,"revseq_run_m2-Mj6hgu_20251128144215888850","NextSeq 500",2025-11-28T14:42:21,2025-11-28T16:07:01,PUBLIC,Webin-65854,ERP167225,ERX15368968,ERS28164050
ERR15974238,"revseq_run_m2-3KZQzJ_20251128144155841714","NextSeq 500",2025-11-28T14:42:00,2025-11-28T16:07:10,PUBLIC,Webin-65854,ERP167225,ERX15368967,ERS28164048
ERR15974237,"revseq_run_m2-cGQaRk_20251128144135791828","NextSeq 500",2025-11-28T14:41:43,2025-11-28T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX15368966,ERS28164047
ERR15974236,"revseq_run_m2-bkrZsY_20251128144115745224","NextSeq 500",2025-11-28T14:41:21,2025-11-28T16:06:55,PUBLIC,Webin-65854,ERP167225,ERX15368965,ERS28164046
ERR15974235,"revseq_run_m2-BJn2VZ_20251128144055698970","NextSeq 500",2025-11-28T14:41:06,2025-11-28T16:07:26,PUBLIC,Webin-65854,ERP167225,ERX15368964,ERS28164045
ERR15974224,"revseq_run_m2-BF2ufp_20251128144035652279","NextSeq 500",2025-11-28T14:40:41,2025-11-28T16:07:10,PUBLIC,Webin-65854,ERP167225,ERX15368953,ERS28164044
ERR15974223,"revseq_run_m2-3SXzSV_20251128144015605379","NextSeq 500",2025-11-28T14:40:19,2025-11-28T16:07:03,PUBLIC,Webin-65854,ERP167225,ERX15368952,ERS28164043
ERR15974221,"revseq_run_m2-4kXick_20251128143955558544","NextSeq 500",2025-11-28T14:40:01,2025-11-28T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX15368950,ERS28164042
ERR15974220,"revseq_run_m2-38nVTV_20251128143935508447","NextSeq 500",2025-11-28T14:39:44,2025-11-28T16:07:15,PUBLIC,Webin-65854,ERP167225,ERX15368949,ERS28164041
ERR15974219,"revseq_run_m2-3Ft7q9_20251128143915460101","NextSeq 500",2025-11-28T14:39:31,2025-11-28T16:07:15,PUBLIC,Webin-65854,ERP167225,ERX15368948,ERS28164040
ERR15974218,"revseq_run_m2-fChozQ_20251128143855409799","NextSeq 500",2025-11-28T14:39:00,2025-11-28T16:07:01,PUBLIC,Webin-65854,ERP167225,ERX15368947,ERS28164038
ERR15974217,"revseq_run_m2-n45rMk_20251128143835361982","NextSeq 500",2025-11-28T14:38:41,2025-11-28T16:07:30,PUBLIC,Webin-65854,ERP167225,ERX15368946,ERS28164037
ERR15974216,"revseq_run_m2-3UqUSN_20251128143815314784","NextSeq 500",2025-11-28T14:38:23,2025-11-28T16:07:23,PUBLIC,Webin-65854,ERP167225,ERX15368945,ERS28164036
ERR15974215,"revseq_run_m2-n4CyR5_20251128143755267657","NextSeq 500",2025-11-28T14:38:02,2025-11-28T16:07:17,PUBLIC,Webin-65854,ERP167225,ERX15368944,ERS28164035
ERR15974214,"revseq_run_m2-YztDkU_20251128143735217181","NextSeq 500",2025-11-28T14:37:40,2025-11-28T16:06:51,PUBLIC,Webin-65854,ERP167225,ERX15368943,ERS28164034
ERR15974213,"revseq_run_m2-9KEquH_20251128143715171682","NextSeq 500",2025-11-28T14:37:22,2025-11-28T16:07:15,PUBLIC,Webin-65854,ERP167225,ERX15368942,ERS28164033
ERR15974211,"revseq_run_m2-L3ukKo_20251128143655122858","NextSeq 500",2025-11-28T14:36:57,2025-11-28T16:07:33,PUBLIC,Webin-65854,ERP167225,ERX15368940,ERS28164032
ERR15974210,"revseq_run_m2-oDzvGR_20251128143635075226","NextSeq 500",2025-11-28T14:36:41,2025-11-28T16:07:14,PUBLIC,Webin-65854,ERP167225,ERX15368939,ERS28164031
ERR15974194,"revseq_run_m2-SccDgj_20251128143615027792","NextSeq 500",2025-11-28T14:36:19,2025-11-28T16:07:18,PUBLIC,Webin-65854,ERP167225,ERX15368923,ERS28164015
ERR15974193,"revseq_run_m2-2NXwCk_20251128143554975846","NextSeq 500",2025-11-28T14:35:58,2025-11-28T16:06:59,PUBLIC,Webin-65854,ERP167225,ERX15368922,ERS28164013
ERR15974192,"revseq_run_m2-oUUEge_20251128143534923581","NextSeq 500",2025-11-28T14:35:40,2025-11-28T16:07:31,PUBLIC,Webin-65854,ERP167225,ERX15368921,ERS28164012
ERR15974191,"revseq_run_m2-h54gk9_20251128143514873699","NextSeq 500",2025-11-28T14:35:18,2025-11-28T16:07:16,PUBLIC,Webin-65854,ERP167225,ERX15368920,ERS28164011
ERR15974190,"revseq_run_m2-TcfHz7_20251128143454825411","NextSeq 500",2025-11-28T14:35:05,2025-11-28T16:07:23,PUBLIC,Webin-65854,ERP167225,ERX15368919,ERS28164010
ERR15974185,"revseq_run_m2-i7rgAJ_20251128143434772950","NextSeq 500",2025-11-28T14:34:36,2025-11-28T16:07:17,PUBLIC,Webin-65854,ERP167225,ERX15368914,ERS28163794
ERR15974184,"revseq_run_m2-nHuJXs_20251128143414717891","NextSeq 500",2025-11-28T14:34:20,2025-11-28T16:07:05,PUBLIC,Webin-65854,ERP167225,ERX15368913,ERS28163751
ERR15974183,"revseq_run_m2-tDuWkr_20251128143354668449","NextSeq 500",2025-11-28T14:33:58,2025-11-28T16:06:59,PUBLIC,Webin-65854,ERP167225,ERX15368912,ERS28163750
ERR15974182,"revseq_run_m2-X4aXWG_20251128143334617727","NextSeq 500",2025-11-28T14:33:41,2025-11-28T16:07:26,PUBLIC,Webin-65854,ERP167225,ERX15368911,ERS28163748
ERR15974181,"revseq_run_m2-oD3bo4_20251128143314568236","NextSeq 500",2025-11-28T14:33:18,2025-11-28T16:07:29,PUBLIC,Webin-65854,ERP167225,ERX15368910,ERS28163747
ERR15974179,"revseq_run_m2-kLPe6f_20251128143254520060","NextSeq 500",2025-11-28T14:33:01,2025-11-28T16:06:53,PUBLIC,Webin-65854,ERP167225,ERX15368908,ERS28163745
ERR15974178,"revseq_run_m2-e3Nkuo_20251128143234470888","NextSeq 500",2025-11-28T14:32:36,2025-11-28T16:07:26,PUBLIC,Webin-65854,ERP167225,ERX15368907,ERS28163744
ERR15974177,"revseq_run_m2-ED6Fyo_20251128143214423585","NextSeq 500",2025-11-28T14:32:19,2026-01-20T08:05:09,PUBLIC,Webin-65854,ERP167225,ERX15368906,ERS28163743
ERR15974176,"revseq_run_m2-v72khW_20251128143154375422","NextSeq 500",2025-11-28T14:31:56,2025-11-28T16:07:24,PUBLIC,Webin-65854,ERP167225,ERX15368905,ERS28163742
ERR15974175,"revseq_run_m2-sSV2Bt_20251128143134326163","NextSeq 500",2025-11-28T14:31:39,2025-11-28T16:06:56,PUBLIC,Webin-65854,ERP167225,ERX15368904,ERS28163741
ERR15974174,"revseq_run_m2-pCrZWV_20251128143114276603","NextSeq 500",2025-11-28T14:31:16,2025-11-28T16:06:54,PUBLIC,Webin-65854,ERP167225,ERX15368903,ERS28163740
ERR15974172,"revseq_run_m2-zhhg9e_20251128143054227659","NextSeq 500",2025-11-28T14:30:59,2025-11-28T16:07:11,PUBLIC,Webin-65854,ERP167225,ERX15368901,ERS28163739
ERR15974171,"revseq_run_m2-53qCwY_20251128143034179814","NextSeq 500",2025-11-28T14:30:37,2025-11-28T16:07:20,PUBLIC,Webin-65854,ERP167225,ERX15368900,ERS28163738
ERR15974170,"revseq_run_m2-GRjNzo_20251128143014130165","NextSeq 500",2025-11-28T14:30:20,2025-11-28T16:07:07,PUBLIC,Webin-65854,ERP167225,ERX15368899,ERS28163737
ERR15974169,"revseq_run_m2-BvdErP_20251128142954080986","NextSeq 500",2025-11-28T14:30:01,2025-11-28T16:06:58,PUBLIC,Webin-65854,ERP167225,ERX15368898,ERS28163726
ERR15974168,"revseq_run_m2-34KSAo_20251128142934033633","NextSeq 500",2025-11-28T14:29:37,2025-11-28T16:06:55,PUBLIC,Webin-65854,ERP167225,ERX15368897,ERS28163725
ERR15974164,"revseq_run_m2-weJAnw_20251128142913986582","NextSeq 500",2025-11-28T14:29:19,2025-11-28T16:07:26,PUBLIC,Webin-65854,ERP167225,ERX15368893,ERS28163724
