id,alias,instrumentModel,firstCreated,firstPublic,releaseStatus,submissionAccountId,studyId,experimentId,sampleId
ERR15973954,"revseq_run_m2-36z874_20251128134226949442","NextSeq 500",2025-11-28T13:42:33,2025-11-28T16:07:11,PUBLIC,Webin-65854,ERP167225,ERX15368683,ERS28163491
ERR15973953,"revseq_run_m2-XisgNp_20251128134206894655","NextSeq 500",2025-11-28T13:42:11,2025-11-28T16:06:57,PUBLIC,Webin-65854,ERP167225,ERX15368682,ERS28163490
ERR15973952,"revseq_run_m2-aWAj59_20251128134146842868","NextSeq 500",2025-11-28T13:41:50,2025-11-28T16:06:54,PUBLIC,Webin-65854,ERP167225,ERX15368681,ERS28163488
ERR15973951,"revseq_run_m2-AWBv2b_20251128134126795473","NextSeq 500",2025-11-28T13:41:28,2025-11-28T16:07:26,PUBLIC,Webin-65854,ERP167225,ERX15368680,ERS28163487
ERR15973950,"revseq_run_m2-3Fa9rz_20251128134106742434","NextSeq 500",2025-11-28T13:41:12,2025-11-28T16:06:51,PUBLIC,Webin-65854,ERP167225,ERX15368679,ERS28163486
ERR15973949,"revseq_run_m2-hU5TjU_20251128134046688523","NextSeq 500",2025-11-28T13:40:50,2025-11-28T16:07:20,PUBLIC,Webin-65854,ERP167225,ERX15368678,ERS28163485
ERR15973948,"revseq_run_m2-Zu3u7N_20251128134026640907","NextSeq 500",2025-11-28T13:40:32,2025-11-28T16:06:58,PUBLIC,Webin-65854,ERP167225,ERX15368677,ERS28163484
ERR15973946,"revseq_run_m2-3MV28K_20251128134006593219","NextSeq 500",2025-11-28T13:40:15,2025-11-28T16:06:53,PUBLIC,Webin-65854,ERP167225,ERX15368675,ERS28163483
ERR15973944,"revseq_run_m2-3xWWe7_20251128133946545982","NextSeq 500",2025-11-28T13:40:04,2025-11-28T16:06:56,PUBLIC,Webin-65854,ERP167225,ERX15368673,ERS28163482
ERR15973943,"revseq_run_m2-9jS4Ro_20251128133926498632","NextSeq 500",2025-11-28T13:39:42,2025-11-28T16:07:33,PUBLIC,Webin-65854,ERP167225,ERX15368672,ERS28163481
ERR15973942,"revseq_run_m2-3H2Wig_20251128133906448725","NextSeq 500",2025-11-28T13:39:20,2025-11-28T16:07:00,PUBLIC,Webin-65854,ERP167225,ERX15368671,ERS28163480
ERR15973941,"revseq_run_m2-32supx_20251128133846399038","NextSeq 500",2025-11-28T13:38:53,2025-11-28T16:06:54,PUBLIC,Webin-65854,ERP167225,ERX15368670,ERS28163478
ERR15973940,"revseq_run_m2-YAdfpF_20251128133826350601","NextSeq 500",2025-11-28T13:38:41,2025-11-28T16:06:59,PUBLIC,Webin-65854,ERP167225,ERX15368669,ERS28163477
ERR15973939,"revseq_run_m2-4Lx8Lv_20251128133806301801","NextSeq 500",2025-11-28T13:38:26,2025-11-28T16:07:16,PUBLIC,Webin-65854,ERP167225,ERX15368668,ERS28163476
ERR15973938,"revseq_run_m2-3d2qwx_20251128133746251998","NextSeq 500",2025-11-28T13:38:14,2025-11-28T16:06:58,PUBLIC,Webin-65854,ERP167225,ERX15368667,ERS28163475
ERR15973937,"revseq_run_m2-gYFizT_20251128133726202111","NextSeq 500",2025-11-28T13:37:55,2025-11-28T16:06:57,PUBLIC,Webin-65854,ERP167225,ERX15368666,ERS28163474
ERR15973935,"revseq_run_m2-468ARL_20251128133706152104","NextSeq 500",2025-11-28T13:37:35,2026-02-13T08:05:53,PUBLIC,Webin-65854,ERP167225,ERX15368664,ERS28163472
ERR15973932,"revseq_run_m2-4HbGG2_20251128133646103724","NextSeq 500",2025-11-28T13:36:56,2025-11-28T16:06:59,PUBLIC,Webin-65854,ERP167225,ERX15368661,ERS28163471
ERR15973930,"revseq_run_m2-4R8qnW_20251128133626056184","NextSeq 500",2025-11-28T13:36:29,2025-11-28T16:07:26,PUBLIC,Webin-65854,ERP167225,ERX15368659,ERS28163470
ERR15973929,"revseq_run_m2-4W9wb5_20251128133606003984","NextSeq 500",2025-11-28T13:36:12,2025-11-28T16:07:33,PUBLIC,Webin-65854,ERP167225,ERX15368658,ERS28163469
ERR15973928,"revseq_run_m2-4VxKmQ_20251128133545956786","NextSeq 500",2025-11-28T13:35:49,2025-11-28T16:07:23,PUBLIC,Webin-65854,ERP167225,ERX15368657,ERS28163467
ERR15973927,"revseq_run_m2-3zPstM_20251128133525882488","NextSeq 500",2025-11-28T13:35:37,2025-11-28T16:07:19,PUBLIC,Webin-65854,ERP167225,ERX15368656,ERS28163466
ERR14791241,"revseq_run_20250331140018327689",MinION,2025-03-31T16:01:33,2025-03-31T16:07:13,PUBLIC,Webin-65854,ERP167225,ERX13731259,ERS22647818
ERR14791239,"revseq_run_20250331135224494693",MinION,2025-03-31T15:53:38,2025-03-31T15:58:53,PUBLIC,Webin-65854,ERP167225,ERX13731260,ERS22642349
ERR14791234,"revseq_run_20250331133511084651",MinION,2025-03-31T15:35:34,,CANCELLED,Webin-65854,ERP167225,ERX13731260,ERS22642349
ERR14673080,"revseq_run_v72khW_20250303150345793068","NextSeq 500",2025-03-03T16:46:46,2025-03-04T04:04:09,SUPPRESSED,Webin-65854,ERP167225,ERX14074695,ERS23774951
ERR14673079,"revseq_run_CcozBt_20250303150405841972","NextSeq 500",2025-03-03T16:46:40,2025-03-04T04:04:15,SUPPRESSED,Webin-65854,ERP167225,ERX14074694,ERS23774935
ERR14673078,"revseq_run_VduGeq_20250303150425905074","NextSeq 500",2025-03-03T16:46:29,2025-03-04T04:04:13,SUPPRESSED,Webin-65854,ERP167225,ERX14074693,ERS23774886
ERR14673077,"revseq_run_s96RDD_20250303150445958698","NextSeq 500",2025-03-03T16:46:21,2025-03-04T04:04:10,SUPPRESSED,Webin-65854,ERP167225,ERX14074692,ERS23774885
ERR14673075,"revseq_run_kLPe6f_20250303150506008468","NextSeq 500",2025-03-03T16:46:08,2025-03-04T04:04:12,SUPPRESSED,Webin-65854,ERP167225,ERX14074690,ERS23774884
ERR14673074,"revseq_run_oUUEge_20250303150526053231","NextSeq 500",2025-03-03T16:45:58,2025-03-04T04:04:12,SUPPRESSED,Webin-65854,ERP167225,ERX14074689,ERS23774883
ERR14673073,"revseq_run_zhhg9e_20250303150546105471","NextSeq 500",2025-03-03T16:45:51,2025-03-04T04:04:09,SUPPRESSED,Webin-65854,ERP167225,ERX14074688,ERS23774882
ERR14673072,"revseq_run_sSV2Bt_20250303150606154336","NextSeq 500",2025-03-03T16:45:43,2025-03-04T04:04:12,SUPPRESSED,Webin-65854,ERP167225,ERX14074687,ERS23774881
ERR14673071,"revseq_run_NdSZao_20250303150626207603","NextSeq 500",2025-03-03T16:45:34,2025-03-04T04:04:14,SUPPRESSED,Webin-65854,ERP167225,ERX14074686,ERS23774880
ERR14673070,"revseq_run_wM9MFc_20250303150646264075","NextSeq 500",2025-03-03T16:45:20,2025-03-04T04:04:13,SUPPRESSED,Webin-65854,ERP167225,ERX14074685,ERS23774879
ERR14673069,"revseq_run_fChozQ_20250303150706318724","NextSeq 500",2025-03-03T16:45:08,2025-03-04T04:04:09,SUPPRESSED,Webin-65854,ERP167225,ERX14074684,ERS23774878
ERR14673068,"revseq_run_fngLcf_20250303150726378640","NextSeq 500",2025-03-03T16:44:59,2025-03-04T04:04:09,SUPPRESSED,Webin-65854,ERP167225,ERX14074683,ERS23774877
ERR14673067,"revseq_run_h54gk9_20250303150746431141","NextSeq 500",2025-03-03T16:44:49,2025-03-04T04:04:12,SUPPRESSED,Webin-65854,ERP167225,ERX14074682,ERS23774876
ERR14673066,"revseq_run_3UqUSN_20250303150806472349","NextSeq 500",2025-03-03T16:44:40,2025-03-04T04:04:16,SUPPRESSED,Webin-65854,ERP167225,ERX14074681,ERS23774875
ERR14673065,"revseq_run_ujTsiu_20250303150826521109","NextSeq 500",2025-03-03T16:44:30,2025-03-04T04:04:10,SUPPRESSED,Webin-65854,ERP167225,ERX14074680,ERS23774874
ERR14673064,"revseq_run_icabqG_20250303150846570879","NextSeq 500",2025-03-03T16:44:21,2025-03-04T04:04:16,SUPPRESSED,Webin-65854,ERP167225,ERX14074679,ERS23774873
ERR14673063,"revseq_run_F34WtX_20250303150906623523","NextSeq 500",2025-03-03T16:44:13,2025-03-04T04:04:10,SUPPRESSED,Webin-65854,ERP167225,ERX14074678,ERS23774872
ERR14673061,"revseq_run_TcfHz7_20250303150926680980","NextSeq 500",2025-03-03T16:44:01,2025-03-04T04:04:09,SUPPRESSED,Webin-65854,ERP167225,ERX14074676,ERS23774871
ERR14673060,"revseq_run_eyf48e_20250303150946735824","NextSeq 500",2025-03-03T16:43:48,2025-03-04T04:04:09,SUPPRESSED,Webin-65854,ERP167225,ERX14074675,ERS23774870
ERR14673059,"revseq_run_HUBpy4_20250303151006801439","NextSeq 500",2025-03-03T16:43:40,2025-03-04T04:04:14,SUPPRESSED,Webin-65854,ERP167225,ERX14074674,ERS23774869
ERR14673058,"revseq_run_aEURHb_20250303151026855452","NextSeq 500",2025-03-03T16:43:30,2025-03-04T04:04:13,SUPPRESSED,Webin-65854,ERP167225,ERX14074673,ERS23774868
ERR14673057,"revseq_run_jCKGBv_20250303151046906826","NextSeq 500",2025-03-03T16:43:22,2025-03-04T04:04:11,SUPPRESSED,Webin-65854,ERP167225,ERX14074672,ERS23774867
ERR14673056,"revseq_run_BvdErP_20250303151106948724","NextSeq 500",2025-03-03T16:43:10,2025-03-04T04:04:10,SUPPRESSED,Webin-65854,ERP167225,ERX14074671,ERS23774866
ERR14673055,"revseq_run_jM3n9w_20250303151127003237","NextSeq 500",2025-03-03T16:43:00,2025-03-04T04:04:13,SUPPRESSED,Webin-65854,ERP167225,ERX14074670,ERS23774865
ERR14673054,"revseq_run_nHuJXs_20250303151147066291","NextSeq 500",2025-03-03T16:42:52,2025-03-04T04:04:15,SUPPRESSED,Webin-65854,ERP167225,ERX14074669,ERS23774864
ERR14673052,"revseq_run_pCrZWV_20250303151207125146","NextSeq 500",2025-03-03T16:42:45,2025-03-04T04:04:15,SUPPRESSED,Webin-65854,ERP167225,ERX14074667,ERS23774863
ERR14376471,"revseq_run_AnXy9n_20250217144553586504","NextSeq 500",2025-02-17T14:46:08,2025-02-17T15:07:54,SUPPRESSED,Webin-65854,ERP167225,ERX13777378,ERS23398937
ERR14376470,"revseq_run_6RPWyT_20250217144533527881","NextSeq 500",2025-02-17T14:45:43,2025-02-17T15:07:49,SUPPRESSED,Webin-65854,ERP167225,ERX13777377,ERS23398913
ERR14376469,"revseq_run_qFQ9kJ_20250217144513488092","NextSeq 500",2025-02-17T14:45:25,2025-02-17T15:07:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777376,ERS23398898
ERR14376468,"revseq_run_GbMzJy_20250217144453428522","NextSeq 500",2025-02-17T14:44:57,2025-02-17T15:07:39,SUPPRESSED,Webin-65854,ERP167225,ERX13777375,ERS23398870
ERR14376467,"revseq_run_yebiMQ_20250217144433377727","NextSeq 500",2025-02-17T14:44:40,2025-02-17T15:07:33,SUPPRESSED,Webin-65854,ERP167225,ERX13777374,ERS23398856
ERR14376466,"revseq_run_G86emu_20250217144413336188","NextSeq 500",2025-02-17T14:44:20,2025-02-17T15:07:28,SUPPRESSED,Webin-65854,ERP167225,ERX13777373,ERS23398837
ERR14376465,"revseq_run_sVxWai_20250217144353288550","NextSeq 500",2025-02-17T14:44:03,2025-02-17T15:07:23,SUPPRESSED,Webin-65854,ERP167225,ERX13777372,ERS23398818
ERR14376464,"revseq_run_hHKDyB_20250217144333240339","NextSeq 500",2025-02-17T14:43:36,2025-02-17T15:07:18,SUPPRESSED,Webin-65854,ERP167225,ERX13777371,ERS23398794
ERR14376463,"revseq_run_RCdbJH_20250217144313195280","NextSeq 500",2025-02-17T14:43:19,2025-02-17T15:07:12,SUPPRESSED,Webin-65854,ERP167225,ERX13777370,ERS23398774
ERR14376462,"revseq_run_Qf8cLC_20250217144253133880","NextSeq 500",2025-02-17T14:43:02,2025-02-17T15:07:07,SUPPRESSED,Webin-65854,ERP167225,ERX13777369,ERS23398754
ERR14376461,"revseq_run_SrvHnQ_20250217144233090552","NextSeq 500",2025-02-17T14:42:44,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777368,ERS23398734
ERR14376460,"revseq_run_pdN7uy_20250217144213053376","NextSeq 500",2025-02-17T14:42:16,2025-02-17T16:04:49,SUPPRESSED,Webin-65854,ERP167225,ERX13777367,ERS23398704
ERR14376459,"revseq_run_v3KDUF_20250217144153013985","NextSeq 500",2025-02-17T14:41:58,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777366,ERS23398686
ERR14376458,"revseq_run_X3sxhS_20250217144132964231","NextSeq 500",2025-02-17T14:41:41,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777365,ERS23398668
ERR14376457,"revseq_run_MT4r8p_20250217144112924548","NextSeq 500",2025-02-17T14:41:14,2025-02-17T16:04:48,SUPPRESSED,Webin-65854,ERP167225,ERX13777364,ERS23398640
ERR14376456,"revseq_run_5fSMj3_20250217144052880133","NextSeq 500",2025-02-17T14:40:57,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777363,ERS23398624
ERR14376455,"revseq_run_pzbDPq_20250217144032837092","NextSeq 500",2025-02-17T14:40:39,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777362,ERS23398609
ERR14376453,"revseq_run_8ERNNJ_20250217143952742266","NextSeq 500",2025-02-17T14:39:57,2025-02-17T16:04:48,SUPPRESSED,Webin-65854,ERP167225,ERX13777360,ERS23398584
ERR14376452,"revseq_run_Kr6366_20250217143932698546","NextSeq 500",2025-02-17T14:39:39,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777359,ERS23398572
ERR14376451,"revseq_run_ycPovf_20250217143912647134","NextSeq 500",2025-02-17T14:39:21,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777358,ERS23398558
ERR14376450,"revseq_run_8YYVHP_20250217143852589970","NextSeq 500",2025-02-17T14:39:04,2025-02-17T16:04:48,SUPPRESSED,Webin-65854,ERP167225,ERX13777357,ERS23398546
ERR14376449,"revseq_run_TCsq7r_20250217143832539850","NextSeq 500",2025-02-17T14:38:37,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777356,ERS23398531
ERR14376448,"revseq_run_T5VXtD_20250217143812478007","NextSeq 500",2025-02-17T14:38:19,2025-02-17T16:04:48,SUPPRESSED,Webin-65854,ERP167225,ERX13777355,ERS23398520
ERR14376447,"revseq_run_zxhtR4_20250217143752432374","NextSeq 500",2025-02-17T14:38:02,2025-02-17T16:04:47,SUPPRESSED,Webin-65854,ERP167225,ERX13777354,ERS23398510
ERR14376436,"revseq_run_3H4uLZ_20250217123004316364","NextSeq 500",2025-02-17T12:30:19,2025-02-17T13:23:52,SUPPRESSED,Webin-65854,ERP167225,ERX13777343,ERS23394350
ERR14376435,"revseq_run_gkcF5C_20250217122944271199","NextSeq 500",2025-02-17T12:30:02,2025-02-17T13:23:46,SUPPRESSED,Webin-65854,ERP167225,ERX13777342,ERS23394349
ERR14376434,"revseq_run_8QXJTp_20250217122924226558","NextSeq 500",2025-02-17T12:29:44,2025-02-17T13:23:41,SUPPRESSED,Webin-65854,ERP167225,ERX13777341,ERS23394348
ERR14376433,"revseq_run_x6NRYc_20250217122904177450","NextSeq 500",2025-02-17T12:29:22,2025-02-17T13:23:36,SUPPRESSED,Webin-65854,ERP167225,ERX13777340,ERS23394347
ERR14376432,"revseq_run_qtZxkz_20250217122844127780","NextSeq 500",2025-02-17T12:29:05,2025-02-17T13:23:31,SUPPRESSED,Webin-65854,ERP167225,ERX13777339,ERS23394346
ERR14376431,"revseq_run_eAr6Lo_20250217122824080002","NextSeq 500",2025-02-17T12:28:43,2025-02-17T13:23:25,SUPPRESSED,Webin-65854,ERP167225,ERX13777338,ERS23394345
ERR14376430,"revseq_run_uTpHe5_20250217122804031959","NextSeq 500",2025-02-17T12:28:22,2025-02-17T13:23:20,SUPPRESSED,Webin-65854,ERP167225,ERX13777337,ERS23394343
ERR14376429,"revseq_run_BnbHLr_20250217122743984324","NextSeq 500",2025-02-17T12:27:59,2025-02-17T13:23:15,SUPPRESSED,Webin-65854,ERP167225,ERX13777336,ERS23394342
ERR14376428,"revseq_run_f8rfBe_20250217122723936671","NextSeq 500",2025-02-17T12:27:41,2025-02-17T13:23:09,SUPPRESSED,Webin-65854,ERP167225,ERX13777335,ERS23394341
ERR14376427,"revseq_run_kwbwf8_20250217122703884061","NextSeq 500",2025-02-17T12:27:24,2025-02-17T13:23:04,SUPPRESSED,Webin-65854,ERP167225,ERX13777334,ERS23394340
ERR14376426,"revseq_run_4UF9K6_20250217122643841765","NextSeq 500",2025-02-17T12:27:01,2025-02-17T16:04:51,SUPPRESSED,Webin-65854,ERP167225,ERX13777333,ERS23394339
ERR14376425,"revseq_run_CLwScw_20250217122623796146","NextSeq 500",2025-02-17T12:26:35,2025-02-17T16:04:50,SUPPRESSED,Webin-65854,ERP167225,ERX13777332,ERS23394338
ERR14376424,"revseq_run_itJLqU_20250217122603752440","NextSeq 500",2025-02-17T12:26:08,2025-02-17T16:04:45,SUPPRESSED,Webin-65854,ERP167225,ERX13777331,ERS23394337
ERR14376423,"revseq_run_xwkVbK_20250217122543708496","NextSeq 500",2025-02-17T12:25:51,2025-02-17T16:04:49,SUPPRESSED,Webin-65854,ERP167225,ERX13777330,ERS23394336
ERR14376422,"revseq_run_jtjCjd_20250217122523662755","NextSeq 500",2025-02-17T12:25:34,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777329,ERS23394335
ERR14376421,"revseq_run_RyXauM_20250217122503617212","NextSeq 500",2025-02-17T12:25:06,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777328,ERS23394334
ERR14376420,"revseq_run_sAyJww_20250217122443574407","NextSeq 500",2025-02-17T12:24:49,2025-02-17T16:04:49,SUPPRESSED,Webin-65854,ERP167225,ERX13777327,ERS23394333
ERR14376419,"revseq_run_yhE88h_20250217122423532358","NextSeq 500",2025-02-17T12:24:31,2025-02-17T16:04:51,SUPPRESSED,Webin-65854,ERP167225,ERX13777326,ERS23394332
ERR14376417,"revseq_run_uSTYZ2_20250217122403479314","NextSeq 500",2025-02-17T12:24:14,2025-02-17T16:04:46,SUPPRESSED,Webin-65854,ERP167225,ERX13777324,ERS23394331
ERR14376416,"revseq_run_b99ooj_20250217122343433044","NextSeq 500",2025-02-17T12:23:55,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777323,ERS23394330
ERR14376415,"revseq_run_2hKeW2_20250217122323388134","NextSeq 500",2025-02-17T12:23:37,2025-02-17T16:04:49,SUPPRESSED,Webin-65854,ERP167225,ERX13777322,ERS23394329
ERR14376414,"revseq_run_gaQkyT_20250217122303342539","NextSeq 500",2025-02-17T12:23:13,2025-02-17T16:04:47,SUPPRESSED,Webin-65854,ERP167225,ERX13777321,ERS23394328
ERR14376413,"revseq_run_j3ZXpL_20250217122243293202","NextSeq 500",2025-02-17T12:22:55,2025-02-17T16:04:46,SUPPRESSED,Webin-65854,ERP167225,ERX13777320,ERS23394327
ERR14376412,"revseq_run_FXFt6J_20250217122223248391","NextSeq 500",2025-02-17T12:22:35,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777319,ERS23394326
ERR14376411,"revseq_run_sFFUfJ_20250217122203199391","NextSeq 500",2025-02-17T12:22:18,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777318,ERS23394325
ERR14376410,"revseq_run_6z2wf2_20250217122143157628","NextSeq 500",2025-02-17T12:22:00,2025-02-17T16:04:48,SUPPRESSED,Webin-65854,ERP167225,ERX13777317,ERS23394324
ERR14376409,"revseq_run_TPgies_20250217122123112894","NextSeq 500",2025-02-17T12:21:34,2025-02-17T16:04:50,SUPPRESSED,Webin-65854,ERP167225,ERX13777316,ERS23394323
ERR14376408,"revseq_run_5cJWyf_20250217122103066072","NextSeq 500",2025-02-17T12:21:16,2025-02-17T16:04:49,SUPPRESSED,Webin-65854,ERP167225,ERX13777315,ERS23394322
ERR14376406,"revseq_run_m6243p_20250217122043014646","NextSeq 500",2025-02-17T12:20:59,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777313,ERS23394321
ERR14376405,"revseq_run_32WNFL_20250217122022960061","NextSeq 500",2025-02-17T12:20:27,2025-02-17T16:04:46,SUPPRESSED,Webin-65854,ERP167225,ERX13777312,ERS23394320
ERR14376404,"revseq_run_g33df2_20250217122002911707","NextSeq 500",2025-02-17T12:20:09,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777311,ERS23394319
ERR14376400,"revseq_run_q2oXnd_20250217121842735796","NextSeq 500",2025-02-17T12:18:51,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777307,ERS23394315
ERR14376399,"revseq_run_xHGR9u_20250217121822686393","NextSeq 500",2025-02-17T12:18:31,2025-02-17T16:04:46,SUPPRESSED,Webin-65854,ERP167225,ERX13777306,ERS23394314
ERR14376398,"revseq_run_ss4Fh8_20250217121802643171","NextSeq 500",2025-02-17T12:18:14,2025-02-17T16:04:48,SUPPRESSED,Webin-65854,ERP167225,ERX13777305,ERS23394313
ERR14376396,"revseq_run_opfXjQ_20250217121722553378","NextSeq 500",2025-02-17T12:17:28,2025-02-17T16:04:51,SUPPRESSED,Webin-65854,ERP167225,ERX13777303,ERS23394311
ERR14376395,"revseq_run_oLXZ9a_20250217121702497327","NextSeq 500",2025-02-17T12:17:10,2025-02-17T16:04:46,SUPPRESSED,Webin-65854,ERP167225,ERX13777302,ERS23394310
ERR14376393,"revseq_run_SKJgwA_20250217121622392419","NextSeq 500",2025-02-17T12:16:33,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777300,ERS23394308
ERR14376391,"revseq_run_39kc9U_20250217121542300052","NextSeq 500",2025-02-17T12:15:49,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777298,ERS23394306
ERR14376390,"revseq_run_DwiwwU_20250217121522254860","NextSeq 500",2025-02-17T12:15:28,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777297,ERS23394305
ERR14376389,"revseq_run_ydSpNQ_20250217121502209809","NextSeq 500",2025-02-17T12:15:11,2025-02-17T16:04:50,SUPPRESSED,Webin-65854,ERP167225,ERX13777296,ERS23394304
ERR14376388,"revseq_run_V5iihT_20250217121442153969","NextSeq 500",2025-02-17T12:14:54,2025-02-17T16:04:51,SUPPRESSED,Webin-65854,ERP167225,ERX13777295,ERS23394303
ERR14376384,"revseq_run_VT3bcF_20250217121342001877","NextSeq 500",2025-02-17T12:13:59,2025-02-17T16:04:46,SUPPRESSED,Webin-65854,ERP167225,ERX13777291,ERS23394300
ERR14376383,"revseq_run_375EUk_20250217121321954537","NextSeq 500",2025-02-17T12:13:34,2025-02-17T16:04:49,SUPPRESSED,Webin-65854,ERP167225,ERX13777290,ERS23394299
ERR14376382,"revseq_run_wVBQbT_20250217121301905768","NextSeq 500",2025-02-17T12:13:16,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777289,ERS23394298
ERR14376380,"revseq_run_h2ZJd5_20250217121241866036","NextSeq 500",2025-02-17T12:12:54,2025-02-17T16:04:46,SUPPRESSED,Webin-65854,ERP167225,ERX13777287,ERS23394297
ERR14376379,"revseq_run_K2udH5_20250217121221815158","NextSeq 500",2025-02-17T12:12:25,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777286,ERS23394296
ERR14376378,"revseq_run_sr4bvM_20250217121201770296","NextSeq 500",2025-02-17T12:12:07,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777285,ERS23394295
ERR14376377,"revseq_run_LosGHn_20250217121141717722","NextSeq 500",2025-02-17T12:11:50,2025-02-17T16:04:50,SUPPRESSED,Webin-65854,ERP167225,ERX13777284,ERS23394294
ERR14376376,"revseq_run_mmYEfJ_20250217121121674706","NextSeq 500",2025-02-17T12:11:32,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777283,ERS23394293
ERR14376375,"revseq_run_hzNQRG_20250217121101635180","NextSeq 500",2025-02-17T12:11:04,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777282,ERS23394292
ERR14376374,"revseq_run_LCBdav_20250217121041588155","NextSeq 500",2025-02-17T12:10:47,2025-02-17T16:04:48,SUPPRESSED,Webin-65854,ERP167225,ERX13777281,ERS23394291
ERR14376373,"revseq_run_iDqyV9_20250217121021541927","NextSeq 500",2025-02-17T12:10:29,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777280,ERS23394290
ERR14376372,"revseq_run_SpXNmN_20250217121001492423","NextSeq 500",2025-02-17T12:10:10,2025-02-17T16:04:44,SUPPRESSED,Webin-65854,ERP167225,ERX13777279,ERS23394289
ERR14376371,"revseq_run_4t7Ncr_20250217120941446599","NextSeq 500",2025-02-17T12:09:51,2025-02-17T16:04:45,SUPPRESSED,Webin-65854,ERP167225,ERX13777278,ERS23394288
ERR14376370,"revseq_run_juVwzj_20250217120921353335","NextSeq 500",2025-02-17T12:09:33,2025-02-17T16:04:45,SUPPRESSED,Webin-65854,ERP167225,ERX13777277,ERS23394287
ERR14330168,"revseq_run_20250207104527182057",MinION,2025-02-07T10:45:52,2025-02-07T10:48:33,SUPPRESSED,Webin-65854,ERP167225,ERX13731260,ERS22642349
ERR14330167,"revseq_run_20250207104536615825",MinION,2025-02-07T10:45:44,2025-02-07T10:48:38,SUPPRESSED,Webin-65854,ERP167225,ERX13731260,ERS22642349
ERR14330166,"revseq_run_20250207104517186278",MinION,2025-02-07T10:45:26,2025-02-07T10:49:05,SUPPRESSED,Webin-65854,ERP167225,ERX13731260,ERS22642349
ERR14330165,"revseq_run_20250207104418467293",MinION,2025-02-07T10:44:31,2025-02-07T10:48:28,SUPPRESSED,Webin-65854,ERP167225,ERX13731259,ERS22647818
ERR14330164,"revseq_run_20250207104355516387",MinION,2025-02-07T10:44:02,2025-02-07T10:48:59,SUPPRESSED,Webin-65854,ERP167225,ERX13731259,ERS22647818
ERR14330163,"revseq_run_20250207104215812936",MinION,2025-02-07T10:42:23,2025-02-07T10:48:49,SUPPRESSED,Webin-65854,ERP167225,ERX13731259,ERS22647818
ERR14088862,"revseq_run_qtZxkz_20241219113822500636","NextSeq 500",2024-12-19T15:14:27,2024-12-19T16:34:50,SUPPRESSED,Webin-65854,ERP167225,ERX13491236,ERS22651849
ERR14088500,"revseq_run_kBgpZ4_20241219110056962284","NextSeq 500",2024-12-19T13:42:43,2024-12-19T15:12:53,SUPPRESSED,Webin-65854,ERP167225,ERX13490874,ERS22648579
ERR14088499,"revseq_run_Sm9GYA_20241219110117002914","NextSeq 500",2024-12-19T13:42:06,2024-12-19T15:12:23,SUPPRESSED,Webin-65854,ERP167225,ERX13490873,ERS22648509
ERR14088498,"revseq_run_9HhvMh_20241219110137042010","NextSeq 500",2024-12-19T13:41:11,2024-12-19T15:11:53,SUPPRESSED,Webin-65854,ERP167225,ERX13490872,ERS22648406
ERR14088497,"revseq_run_xrRPFj_20241219110157085192","NextSeq 500",2024-12-19T13:40:38,2024-12-19T15:11:22,SUPPRESSED,Webin-65854,ERP167225,ERX13490871,ERS22648340
ERR14088495,"revseq_run_VA9Yi5_20241219110217125271","NextSeq 500",2024-12-19T13:39:23,2024-12-19T15:10:52,SUPPRESSED,Webin-65854,ERP167225,ERX13490869,ERS22648182
